articleID,domain,date,category,source,relation,F-type,label
32,banglanews24.com,2018-09-22 23:01:39,National,উত্তর জেলা আওয়ামীলীগের সাধারণ সম্পাদক,Related,,1.0
33,bd-pratidin.com,2018-09-20 08:16:45,Sports,reporter,Related,,1.0
34,mzamin.com,2018-09-22 23:53:07,Miscellaneous,Journalist,Related,,1.0
35,prothomalo.com,2018-09-21 13:37:33,Editorial,"গওহার নঈম ওয়ারা, লেখক ও গবেষক",Related,,1.0
36,dhakatimes24.com,2018-09-20 08:59:59,National,সিলেট কাস্টমস এক্সাইস ও ভ্যাট কমিশনারেটের অতিরিক্ত কমিশনার,Related,,1.0
37,jagonews24.com,2018-09-20 17:48:34,National,reporter,Related,,1.0
38,bd24live.com,2018-09-22 16:04:05,National,reporter,Related,,1.0
39,bangla.bdnews24.com,2018-09-22 17:13:46,Technology,টুইটার,Related,,1.0
40,kalerkantho.com,2018-09-19 23:50:08,National,মানবাধিকার পরিষদে ইউরোপীয় ইউনিয়ন (ইইউ),Related,,1.0
41,somoynews.tv,2018-09-19 18:18:44,National,সুখী পরিবার সংস্থার চেয়ারম্যান,Related,,1.0
42,kalerkantho.com,2018-09-20 11:14:01,National,আবহাওয়া অধিদপ্তর,Related,,1.0
43,kalerkantho.com,2018-09-20 10:01:45,National,ঢাকা মেট্রোপলিটন পুলিশের (ডিএমপি) উত্তরা জোনের সহকারী কমিশনার (এসি),Related,,1.0
44,mzamin.com,2018-09-25 21:17:08,National,দুর্নীতি দমন কমিশনে (দুদক),Related,,1.0
45,kalerkantho.com,2018-09-22 12:25:56,Politics,reporter,Related,,1.0
46,kalerkantho.com,2018-09-20 13:37:55,International,হাতিয়া থানার ওসি,Related,,1.0
48,ittefaq.com.bd,2018-09-20 03:01:19,Crime,আদালত,Related,,1.0
49,prothomalo.com,2018-09-20 12:25:57,Editorial,প্রথম আলোর যুগ্ম সম্পাদক,Related,,1.0
50,dhakatimes24.com,2018-09-20 21:36:14,National,Reporter,Related,,1.0
51,prothomalo.com,2018-09-20 11:13:47,Entertainment,Reporter,Related,,1.0
52,ittefaq.com.bd,2018-09-20 15:41:41,Entertainment,Reporter,Related,,1.0
53,risingbd.com,2018-09-20 20:53:07,National,স্বাস্থ্যমন্ত্রী,Related,,1.0
54,dhakatimes24.com,2018-09-22 10:10:21,Sports,reporter,Related,,1.0
55,ittefaq.com.bd,2018-09-21 09:02:43,International,reporter,Related,,1.0
56,bd24live.com,2018-09-21 09:27:51,National,Reporter,Related,,1.0
57,independent24.com,2018-09-25 07:50:55,Sports,reporter,Related,,1.0
58,ittefaq.com.bd,2018-09-22 12:39:40,International,নিউ ইয়র্ক টাইমস,Related,,1.0
59,prothomalo.com,2018-09-22 13:37:41,National,দলীয় সূত্র,Related,,1.0
60,prothomalo.com,2018-09-21 13:02:03,Editorial,writer,Related,,1.0
61,risingbd.com,2018-09-20 12:28:39,National,প্রধান বিচারপতি,Related,,1.0
62,ittefaq.com.bd,2018-09-20 16:15:48,International,"জাপান টাইমস, এএফপি, বাসস",Related,,1.0
63,banglatribune.com,2018-09-21 09:03:16,Lifestyle,Reporter,Related,,1.0
64,ittefaq.com.bd,2018-09-21 13:14:29,International,পুলিশ,Related,,1.0
65,dailyjanakantha.com,2018-09-22 11:48:57,Finance,রাজধানীর কারওয়ান বাজার,Related,,1.0
66,dhakatimes24.com,2018-09-22 17:23:42,National,অতিরিক্ত পুলিশ সুপার,Related,,1.0
67,risingbd.com,2018-09-19 21:28:51,National,স্বরাষ্ট্রমন্ত্রী,Related,,1.0
68,independent24.com,2018-09-19 21:02:59,International,Not Found,Related,,1.0
69,banglatribune.com,2018-09-20 15:07:50,National,জাপার কো-চেয়ারম্যান জিএম কাদের,Related,,1.0
70,independent24.com,2018-09-23 11:27:47,National,reporter,Related,,1.0
71,kalerkantho.com,2018-09-21 14:14:03,Miscellaneous,BBC,Related,,1.0
72,bd24live.com,2018-09-20 11:15:57,National,ডিপিই’র মহাপরিচালক,Related,,1.0
74,banglanews24.com,2018-09-20 00:42:27,Finance,পরিকল্পনামন্ত্রী,Related,,1.0
75,bd24live.com,2018-09-19 18:27:56,National,জননিরাপত্তা বিভাগের সচিব,Related,,1.0
76,ittefaq.com.bd,2018-09-19 19:51:06,International,নাইজেরিয়ার কৃষি ও পল্লী উন্নয়ন প্রতিমন্ত্রী,Related,,1.0
77,bangla.bdnews24.com,2018-09-20 12:25:45,Sports,Reporter,Related,,1.0
78,banglatribune.com,2018-09-20 20:40:48,Education,"ব্যাংক কর্মকর্তা, ভর্তি পরীক্ষা কমিটির সভাপতি ও স্থাপত্য ও পরিকল্পনা অনুষদের ডিন",Related,,1.0
80,ittefaq.com.bd,2018-09-20 10:15:53,Sports,reporter,Related,,1.0
81,kalerkantho.com,2018-09-21 02:13:51,National,বাংলাদেশ বনসাই সোসাইটি,Related,,1.0
82,ittefaq.com.bd,2018-09-20 03:01:30,National,বিএসটিআই,Related,,1.0
83,prothomalo.com,2018-09-20 16:02:02,Entertainment,Not Found,Related,,1.0
84,bd24live.com,2018-09-20 08:51:21,International,তুরস্কের পররাষ্ট্রমন্ত্রী,Related,,1.0
85,independent24.com,2018-09-25 07:50:45,Sports,reporter,Related,,1.0
86,kalerkantho.com,2018-09-20 02:13:53,National,সংগঠনের সভাপতি মহিউদ্দীন আহমেদ,Related,,1.0
87,rtnn.net,2018-09-24 15:45:04,Politics,জামায়াতে ইসলামীর সেক্রেটারী জেনারেল ডা. শফিকুর রহমান,Related,,1.0
88,dailynayadiganta.com,2018-09-19 19:02:45,Sports,reporter,Related,,1.0
89,kalerkantho.com,2018-09-19 21:26:05,Miscellaneous,Reporter,Related,,1.0
90,ittefaq.com.bd,2018-09-19 18:38:01,National,উপজেলা শিক্ষা অফিসার একেএম হারুন অর রশিদ,Related,,1.0
91,jagonews24.com,2018-09-20 02:12:29,Education,reporter,Related,,1.0
92,bangla.bdnews24.com,2018-09-19 20:13:45,National,শেখ হাসিনা,Related,,1.0
93,dailyjanakantha.com,2018-09-20 20:49:00,National,reporter,Related,,1.0
94,rtnn.net,2018-09-21 06:33:15,National,আইনজীবী অ্যাডভোকেট ইউনুছ আলী আকন্দ,Related,,1.0
95,bd24live.com,2018-09-20 16:39:39,National,ময়নামতি হাইওয়ে থানা পুলিশের এস আই,Related,,1.0
96,rtnn.net,2018-09-22 18:35:00,International,মালয়েশিয়ার দুর্নীতি-বিরোধী কমিশন (এমএসিসি),Related,,1.0
97,banglanews24.com,2018-09-20 09:04:32,Editorial,Reporter,Related,,1.0
98,bangla.thereport24.com,2018-09-21 13:05:18,Sports,Reporter,Related,,1.0
99,samakal.com,2018-09-22 15:36:55,National,যশোর কোতোয়ালি থানার ভারপ্রাপ্ত কর্মকর্তা (ওসি),Related,,1.0
100,banglanews24.com,2018-09-22 18:45:07,National,reporter,Related,,1.0
101,dhakatimes24.com,2018-09-21 16:46:50,National,Reporter,Related,,1.0
102,banglanews24.com,2018-09-22 18:45:04,Politics,reporter,Related,,1.0
103,dailynayadiganta.com,2018-09-20 16:38:34,Finance,অর্থনৈতিক সম্পর্ক বিভাগ,Related,,1.0
104,independent24.com,2018-09-22 18:40:37,National,নিউইয়র্ক টাইমস,Related,,1.0
105,banglanews24.com,2018-09-22 15:13:46,Entertainment,তৃতীয় লিঙ্গের শিল্পী জান্নাত,Related,,1.0
106,somoynews.tv,2018-09-19 18:18:02,National,Reporter,Related,,1.0
107,jagonews24.com,2018-09-22 16:00:41,Entertainment,Not Found,Related,,1.0
108,dhakatimes24.com,2018-09-20 11:23:26,Miscellaneous,ফেসবুক,Related,,1.0
109,banglanews24.com,2018-09-21 22:53:01,Education,reporter,Related,,1.0
110,bangla.bdnews24.com,2018-09-21 10:01:28,National,প্রধানমন্ত্রী,Related,,1.0
111,dhakatimes24.com,2018-09-22 16:52:19,Lifestyle,Reporter,Related,,1.0
112,banglanews24.com,2018-09-19 23:30:07,Politics,বিএনপির স্থায়ী কমিটির সদস্য,Related,,1.0
113,bangla.bdnews24.com,2018-09-20 19:01:54,National,র‌্যাব-৭  ক্যাম্পের কোম্পানি অধিনায়ক মেজর,Related,,1.0
114,jagonews24.com,2018-09-22 10:36:23,Politics,"আওয়ামী লীগ সাধারণ সম্পাদক, সড়ক পরিবহন ও সেতুমন্ত্রী",Related,,1.0
115,dailyjanakantha.com,2018-09-21 17:13:16,International,সোশ্যাল মিডিয়া,Related,,1.0
116,banglanews24.com,2018-09-20 17:34:29,National,আফগান ক্রিকেট বোর্ড (এসিবি) প্রধান,Related,,1.0
117,bangla.bdnews24.com,2018-09-19 23:13:22,National,মামলার তদন্ত কর্মকর্তা,Related,,1.0
118,mzamin.com,2018-09-23 22:05:34,National,সম্পাদক পরিষদের সাধারণ সম্পাদক ও ইংরেজি দৈনিক ‘দ্য ডেইলি স্টার’-এর সম্পাদক,Related,,1.0
119,somoynews.tv,2018-09-22 08:24:39,International,কেম্যান দ্বীপপুঞ্জের গভর্নর অফিস,Related,,1.0
120,prothomalo.com,2018-09-20 14:49:34,Technology,গ্রামীণফোন,Related,,1.0
121,dhakatimes24.com,2018-09-20 18:00:21,Crime,আদালত,Related,,1.0
122,banglanews24.com,2018-09-22 18:44:56,National,Reporter,Related,,1.0
123,jugantor.com,2018-09-21 22:43:44,Editorial,reporter,Related,,1.0
124,jagonews24.com,2018-09-21 19:00:25,Sports,reporter,Related,,1.0
125,jugantor.com,2018-09-20 13:43:31,Editorial,আনন্দবাজারপত্রিকা,Related,,1.0
126,bd24live.com,2018-09-21 20:15:44,National,Reporter,Related,,1.0
127,independent24.com,2018-09-24 09:01:09,Sports,reporter,Related,,1.0
128,jugantor.com,2018-09-22 21:34:04,Editorial,মালয়েশিয়ার অভিবাসন দফতরের মহাপরিচালক,Related,,1.0
129,samakal.com,2018-09-22 17:26:04,National,হাইওয়ে শেরপুর থানার উপপরিদর্শক (এসআই),Related,,1.0
130,dailynayadiganta.com,2018-09-20 20:14:28,National,নলডাঙ্গা থানার ভারপ্রাপ্ত কর্মকর্তা (ওসি),Related,,1.0
131,jugantor.com,2018-09-22 20:22:16,Editorial,reporter,Related,,1.0
132,risingbd.com,2018-09-22 14:52:22,National,Reporter,Related,,1.0
133,dailynayadiganta.com,2018-09-20 19:03:02,Politics,জেএসডি সাধারণ সম্পাদক,Related,,1.0
134,kalerkantho.com,2018-09-19 18:25:57,National,Journalist,Related,,1.0
135,kalerkantho.com,2018-09-21 17:14:11,International,গোপালগঞ্জ সদর থানার বৌলতলী পুলিশ,Related,,1.0
136,independent24.com,2018-09-21 14:26:54,National,ইলিয়াস কাঞ্চন,Related,,1.0
137,independent24.com,2018-09-24 16:27:54,National,reporter,Related,,1.0
139,somoynews.tv,2018-09-19 18:17:34,Sports,Reporter,Related,,1.0
140,channelionline.com,2018-09-21 13:13:48,National,reporter,Related,,1.0
141,somoynews.tv,2018-09-22 13:14:49,National,বাংলাদেশ   বার কাউন্সিলের ভাইস চেয়ারম্যান,Related,,1.0
142,samakal.com,2018-09-22 15:36:53,Lifestyle,"বিভাগীয় প্রধান, ইএনটি অ্যান্ড হেড-নেক সার্জারি বিভাগ, স্যার সলিমুল্লাহ মেডিকেল কলেজ ও মিটফোর্ড হাসপাতাল, ঢাকা",Related,,1.0
143,jugantor.com,2018-09-22 10:42:30,Editorial,বিএনপির দায়িত্বশীল পর্যায়ের একজন নেতা,Related,,1.0
144,ittefaq.com.bd,2018-09-20 02:24:58,National,বাকলিয়া থানার ভারপ্রাপ্ত কর্মকর্তা,Related,,1.0
145,banglatribune.com,2018-09-21 18:38:13,Sports,reporter,Related,,1.0
146,banglatribune.com,2018-09-20 12:41:21,International,মার্কিন প্রেসিডেন্ট,Related,,1.0
147,kalerkantho.com,2018-09-21 13:37:50,International,reporter,Related,,1.0
148,prothomalo.com,2018-09-20 18:25:47,Technology,reporter,Related,,1.0
149,kalerkantho.com,2018-09-22 09:25:48,Sports,reporter,Related,,1.0
150,jagonews24.com,2018-09-19 12:46:00,International,reporter,Related,,1.0
151,ittefaq.com.bd,2018-09-21 12:38:34,National,reporter,Related,,1.0
152,mzamin.com,2018-09-26 22:32:33,National,reporter,Related,,1.0
153,channelionline.com,2018-09-21 11:26:41,National,reporter,Related,,1.0
154,banglanews24.com,2018-09-22 16:18:09,International,পরিবহন মন্ত্রী,Related,,1.0
155,samakal.com,2018-09-22 20:28:16,Sports,reporter,Related,,1.0
156,rtnn.net,2018-09-23 13:11:50,Sports,Reporter,Related,,1.0
157,bangla.thereport24.com,2018-09-20 13:41:21,Crime,Reporter,Related,,1.0
158,kalerkantho.com,2018-09-22 08:13:24,International,বঙ্গবন্ধু পরিষদের সাধারণ সম্পাদক,Related,,1.0
159,dailynayadiganta.com,2018-09-20 20:01:51,Sports,Reporter,Related,,1.0
160,banglanews24.com,2018-09-22 18:44:52,National,বাংলাদেশের ওয়ানডে অধিনায়ক,Related,,1.0
161,dhakatimes24.com,2018-09-21 08:22:27,National,ক্যাম্প কমান্ডার,Related,,1.0
162,bd-pratidin.com,2018-09-21 22:06:31,National,reporter,Related,,1.0
163,jagonews24.com,2018-09-19 14:03:00,Sports,reporter,Related,,1.0
164,ittefaq.com.bd,2018-09-21 15:03:20,National,Reporter,Related,,1.0
165,rtnn.net,2018-09-24 00:04:44,Sports,Reporter,Related,,1.0
166,independent24.com,2018-09-25 07:50:46,Sports,reporter,Related,,1.0
167,samakal.com,2018-09-22 15:36:53,Lifestyle,reporter,Related,,1.0
168,banglanews24.com,2018-09-22 18:44:59,Education,Reporter,Related,,1.0
169,bd24live.com,2018-09-20 22:40:50,National,পুলিশ হেডকোয়াটার্স,Related,,1.0
170,jagonews24.com,2018-09-20 11:48:23,International,Not Found,Related,,1.0
171,banglatribune.com,2018-09-20 00:05:04,Sports,Reporter,Related,,1.0
172,ittefaq.com.bd,2018-09-22 14:27:34,National,মহালছড়ি থানার অফিসার ইনচার্জ,Related,,1.0
173,risingbd.com,2018-09-22 19:05:20,Finance,reporter,Related,,1.0
174,kalerkantho.com,2018-09-22 04:37:31,International,মাগুরা সদর থানার ভারপ্রাপ্ত কর্মকর্তা,Related,,1.0
175,channelionline.com,2018-09-19 22:16:51,National,"ডাক, টেলিযোগাযোগ ও তথ্যপ্রযুক্তি মন্ত্রী",Related,,1.0
176,samakal.com,2018-09-21 12:01:33,National,জাতিসংঘ,Related,,1.0
177,independent24.com,2018-09-22 11:27:06,National,reporter,Related,,1.0
178,ittefaq.com.bd,2018-09-20 04:13:03,International,যুক্তরাজ্যের পররাষ্ট্রমন্ত্রী,Related,,1.0
179,mzamin.com,2018-09-20 11:16:11,Miscellaneous,journalist,Related,,1.0
180,independent24.com,2018-09-23 00:39:46,International,Not Found,Related,,1.0
181,dhakatimes24.com,2018-09-21 22:11:28,National,আখাউড়া রেলওয়ে জংশনের (লোকোসেড) ঊর্ধ্বতন উপ-সহকারী প্রকৌশলী,Related,,1.0
182,ittefaq.com.bd,2018-09-21 07:49:07,Sports,Reporter,Related,,1.0
183,bd24live.com,2018-09-20 08:15:03,Finance,reporter,Related,,1.0
184,kalerkantho.com,2018-09-20 11:49:58,National,Reporter,Related,,1.0
185,somoynews.tv,2018-09-20 18:02:38,National,ঢাকায় বিশ্বব্যাংকের কান্ট্রি ডিরেক্টর,Related,,1.0
186,bangla.bdnews24.com,2018-09-19 18:25:27,National,চট্টগ্রাম নগর পুলিশের সহকারী কমিশনার (চকবাজার জোন) নোবেল চাকমা,Related,,1.0
187,banglanews24.com,2018-09-22 19:52:39,National,শৌলজালিয়া ইউনিয়ন পরিষদের (ইউপি) চেয়ারম্যান,Related,,1.0
188,independent24.com,2018-09-24 17:00:32,International,Not Found,Related,,1.0
189,mzamin.com,2018-09-21 01:40:01,Entertainment,চিত্রনায়ক,Related,,1.0
190,somoynews.tv,2018-09-21 18:37:24,National,কোস্টগার্ড পশ্চিম জোন’র  (মোংলা) অপারেশন অফিসার,Related,,1.0
191,somoynews.tv,2018-09-22 01:12:42,Sports,reporter,Related,,1.0
192,bd-pratidin.com,2018-09-22 04:40:04,Miscellaneous,সোশ্যাল মিডিয়ায়,Related,,1.0
193,banglatribune.com,2018-09-20 17:29:43,National,Reporter,Related,,1.0
194,banglanews24.com,2018-09-19 18:40:53,Politics,Reporter,Related,,1.0
195,ittefaq.com.bd,2018-09-21 19:14:01,Sports,reporter,Related,,1.0
196,dhakatimes24.com,2018-09-19 21:00:29,National,reporter,Related,,1.0
197,prothomalo.com,2018-09-19 18:25:30,Sports,journalist,Related,,1.0
198,risingbd.com,2018-09-21 14:16:17,Miscellaneous,reporter,Related,,1.0
199,jagonews24.com,2018-09-20 10:36:32,International,মালয়েশিয়া পুলিশের সহকারী মহাপরিদর্শক,Related,,1.0
200,banglatribune.com,2018-09-21 16:30:10,National,বিএনপির জাতীয় স্থায়ী কমিটির সদস্য,Related,,1.0
201,bangla.bdnews24.com,2018-09-20 17:13:44,National,লালবাগ জোনের পুলিশের বিশেষ শাখার পরিদর্শক,Related,,1.0
202,banglanews24.com,2018-09-21 02:28:34,National,Reporter,Related,,1.0
203,mzamin.com,2018-09-20 16:05:23,National,আইনজীবী নুরুজ্জামান তপন,Related,,1.0
204,samakal.com,2018-09-23 16:51:15,National,মাদকদ্রব্য নিয়ন্ত্রণ অধিদফতরের সহকারী পরিচালক,Related,,1.0
205,jugantor.com,2018-09-20 15:33:06,Editorial,"বন্যাকবলিত এলাকার বাসিন্দা,জেলা প্রশাসক",Related,,1.0
206,somoynews.tv,2018-09-19 21:38:54,Technology,"ডাক, টেলিযোগাযোগ ও তথ্যপ্রযুক্তি মন্ত্রী",Related,,1.0
207,samakal.com,2018-09-22 18:38:23,Entertainment,আফজাল শরীফ,Related,,1.0
208,ittefaq.com.bd,2018-09-22 13:15:25,National,পুলিশ,Related,,1.0
209,kalerkantho.com,2018-09-20 17:14:14,Technology,সফটওয়্যার নির্মাতা প্রতিষ্ঠান পাওয়ার পয়েন্ট টেকনোলজিসের সিইও,Related,,1.0
210,risingbd.com,2018-09-21 11:16:39,National,reporter,Related,,1.0
211,prothomalo.com,2018-09-21 14:49:26,Entertainment,ফেসবুক,Related,,1.0
212,prothomalo.com,2018-09-20 13:01:32,National,কুড়িগ্রামের পুলিশ সুপার,Related,,1.0
213,bd24live.com,2018-09-21 08:15:22,National,স্বাস্থ্যমন্ত্রী,Related,,1.0
214,independent24.com,2018-09-24 18:08:12,National,reporter,Related,,1.0
215,independent24.com,2018-09-22 09:37:43,National,সংসদ,Related,,1.0
216,rtnn.net,2018-09-21 23:23:48,National,আনন্দ বাজার,Related,,1.0
217,prothomalo.com,2018-09-21 19:01:45,National,আওয়ামী লীগের যুগ্ম সাধারণ সম্পাদক,Related,,1.0
218,banglanews24.com,2018-09-20 07:51:28,Sports,জিও টিভি,Related,,1.0
219,ittefaq.com.bd,2018-09-20 11:26:29,International,রয়টার্স,Related,,1.0
220,channelionline.com,2018-09-22 16:14:36,Technology,বাংলাদেশ টেলিযোগাযোগ নিয়ন্ত্রণ কমিশন (,Related,,1.0
221,independent24.com,2018-09-24 15:54:48,National,reporter,Related,,1.0
222,bd24live.com,2018-09-20 08:51:22,Miscellaneous,আশুলিয়া থানার ভারপ্রাপ্ত কর্মকর্তা,Related,,1.0
223,kalerkantho.com,2018-09-19 22:02:32,International,মামালার তদন্তকারী কর্মকর্তা নারুলী ফাঁড়ির এসআই আব্দুল হাই,Related,,1.0
224,bd-pratidin.com,2018-09-19 23:53:25,National,স্বরাষ্ট্রমন্ত্রী,Related,,1.0
225,bd24live.com,2018-09-19 23:51:42,National,সংসদীয় স্থায়ী কমিটির সদস্য ও সমাজকল্যাণমন্ত্রী,Related,,1.0
226,banglatribune.com,2018-09-22 17:40:02,National,কুষ্টিয়া জেলা মিনিবাস মালিক সমিতির সভাপতি,Related,,1.0
227,jugantor.com,2018-09-22 09:30:28,Editorial,reporter,Related,,1.0
228,banglanews24.com,2018-09-21 19:53:27,National,আবু রায়হান বিরুণী ফাউন্ডেশনের চেয়ারম্যান,Related,,1.0
229,banglatribune.com,2018-09-20 13:15:00,Miscellaneous,Not Found,Related,,1.0
230,bangla.bdnews24.com,2018-09-20 08:13:09,Sports,Reporter,Related,,1.0
231,banglanews24.com,2018-09-22 16:59:32,Sports,বিসিবি,Related,,1.0
232,prothomalo.com,2018-09-20 15:26:36,National,ডাসার থানার পরিদর্শক (তদন্ত),Related,,1.0
233,ittefaq.com.bd,2018-09-20 09:01:34,National,জাতীয় রাজস্ব বোর্ড,Related,,1.0
234,bd24live.com,2018-09-21 09:27:49,National,সদর উপজেলা সহকারী কমিশনার (ভূমি),Related,,1.0
235,somoynews.tv,2018-09-22 10:13:36,National,বিকল্পধারা সভাপতি,Related,,1.0
236,banglatribune.com,2018-09-20 12:05:14,International,পার্স টুডে,Related,,1.0
237,banglanews24.com,2018-09-22 12:43:14,Entertainment,সামাজিক যোগাযোগ মাধ্যম,Related,,1.0
238,ittefaq.com.bd,2018-09-20 21:03:46,National,Reporter,Related,,1.0
239,banglanews24.com,2018-09-22 18:13:12,International,আন্তর্জাতিক সংবাদমাধ্যম,Related,,1.0
240,jagonews24.com,2018-09-19 13:45:00,National,অর্থমন্ত্রী,Related,,1.0
241,mzamin.com,2018-09-20 20:16:18,Sports,journalist,Related,,1.0
242,risingbd.com,2018-09-20 17:53:25,Editorial,বাংলালিংকের অ্যাক্টিং চিফ কমার্শিয়াল অফিসার,Related,,1.0
243,jugantor.com,2018-09-20 22:07:47,Editorial,Reporter,Related,,1.0
244,independent24.com,2018-09-21 15:03:05,National,নাঙ্গলকোট থানার তদন্ত কর্মকর্তা,Related,,1.0
245,dhakatimes24.com,2018-09-19 19:11:38,Miscellaneous,প্রতিরক্ষা মন্ত্রণালয় ওয়েবসাইট,Related,,1.0
246,banglanews24.com,2018-09-21 20:37:42,National,নানিয়ারচর থানার ভারপ্রাপ্ত কর্মকর্তা (ওসি),Related,,1.0
247,banglanews24.com,2018-09-22 16:59:31,Finance,reporter,Related,,1.0
248,banglanews24.com,2018-09-21 10:17:35,National,জেলা প্রশাসক,Related,,1.0
249,dailynayadiganta.com,2018-09-22 16:02:33,Sports,Reporter,Related,,1.0
250,bd-pratidin.com,2018-09-22 11:18:30,Sports,reporter,Related,,1.0
251,prothomalo.com,2018-09-21 23:50:49,International,তানজানিয়ার সরকারি কর্মকর্তারা,Related,,1.0
252,bangla.bdnews24.com,2018-09-21 09:25:37,National,গোয়েন্দা পুলিশের অতিরিক্ত উপ-কমিশনার,Related,,1.0
253,banglatribune.com,2018-09-20 20:33:19,Sports,Reporter,Related,,1.0
254,dailyjanakantha.com,2018-09-20 13:01:00,Entertainment,আনুশকা,Related,,1.0
255,bd-pratidin.com,2018-09-20 08:16:44,Sports,বিসিসিআই,Related,,1.0
256,bangla.thereport24.com,2018-09-19 22:42:33,International,বিবিসি,Related,,1.0
257,banglatribune.com,2018-09-19 21:04:05,National,ব্রাহ্মণপাড়া থানার ওসি,Related,,1.0
258,bangla.bdnews24.com,2018-09-19 19:01:39,Sports,Reporter,Related,,1.0
259,independent24.com,2018-09-22 11:27:06,Sports,reporter,Related,,1.0
260,channelionline.com,2018-09-23 17:25:44,National,ভিডিও,Related,,1.0
261,bd24live.com,2018-09-20 09:27:33,National,Reporter,Related,,1.0
262,ittefaq.com.bd,2018-09-21 21:02:03,National,নির্বাহী ম্যাজিস্ট্রেট,Related,,1.0
263,prothomalo.com,2018-09-20 22:37:46,International,এএফপি,Related,,1.0
264,jugantor.com,2018-09-20 13:07:12,Editorial,মালয়েশিয়া পুলিশের উপমহাপরিদর্শক,Related,,1.0
265,ittefaq.com.bd,2018-09-20 11:26:37,International,ন্যাশনাল জিওগ্রাফিক,Related,,1.0
266,mzamin.com,2018-09-25 21:17:05,National,গণফোরাম সভাপতি,Related,,1.0
267,dailyjanakantha.com,2018-09-20 18:25:00,Finance,ঢাকা ও চট্টগ্রাম স্টক এক্সচেঞ্জ,Related,,1.0
268,bd24live.com,2018-09-20 00:28:22,National,বৈদেশিক ও কর্মসংস্থান মন্ত্রী,Related,,1.0
269,dhakatimes24.com,2018-09-20 17:23:48,Politics,বিএনপি নেতা,Related,,1.0
270,dailynayadiganta.com,2018-09-20 10:38:36,International,বিবিসি,Related,,1.0
271,somoynews.tv,2018-09-20 12:39:28,International,আল-জাজিরা,Related,,1.0
272,dhakatimes24.com,2018-09-22 08:23:22,National,রাষ্ট্রপতির প্রেস সচিব,Related,,1.0
273,independent24.com,2018-09-24 16:27:53,Sports,reporter,Related,,1.0
274,kalerkantho.com,2018-09-19 19:02:02,International,Reporter,Related,,1.0
